name	country_name
Canillo	Andorra
Parròquia d'Andorra la Vella	Andorra
Parròquia d'Encamp	Andorra
Parròquia d'Escaldes-Engordany	Andorra
Parròquia d'Ordino	Andorra
Parròquia de Sant Julià de Lòria	Andorra
Parròquia de la Massana	Andorra
Abu Dhabi	United Arab Emirates
Ajman	United Arab Emirates
Al Fujayrah	United Arab Emirates
Ash Sh?riqah	United Arab Emirates
Dubai	United Arab Emirates
Ra’s al Khaymah	United Arab Emirates
Umm al Qaywayn	United Arab Emirates
Badakhshan	Afghanistan
Badghis	Afghanistan
Balkh	Afghanistan
Farah	Afghanistan
Faryab	Afghanistan
Ghowr	Afghanistan
Helmand	Afghanistan
Herat	Afghanistan
Kabul	Afghanistan
Kandah?r	Afghanistan
Kunduz	Afghanistan
Nangarh?r	Afghanistan
Or?zg?n	Afghanistan
Paktia	Afghanistan
Panjshir	Afghanistan
Parw?n	Afghanistan
Samang?n	Afghanistan
Sar-e Pul	Afghanistan
Vel?yat-e Khowst	Afghanistan
Vel?yat-e N?rest?n	Afghanistan
Wardak	Afghanistan
Wil?yat-e Baghl?n	Afghanistan
Wil?yat-e B?my?n	Afghanistan
Wil?yat-e D?ykund?	Afghanistan
Wil?yat-e Ghazn?	Afghanistan
Wil?yat-e Jowzj?n	Afghanistan
Wil?yat-e Kuna?	Afghanistan
Wil?yat-e K?p?s?	Afghanistan
Wil?yat-e Laghm?n	Afghanistan
Wil?yat-e L?gar	Afghanistan
Wil?yat-e N?mr?z	Afghanistan
Wil?yat-e Pakt?k?	Afghanistan
Wil?yat-e Takh?r	Afghanistan
Zabul	Afghanistan
Barbuda	Antigua and Barbuda
Parish of Saint George	Antigua and Barbuda
Parish of Saint John	Antigua and Barbuda
Parish of Saint Mary	Antigua and Barbuda
Parish of Saint Paul	Antigua and Barbuda
Parish of Saint Peter	Antigua and Barbuda
Parish of Saint Philip	Antigua and Barbuda
Redonda	Antigua and Barbuda
Qarku i Beratit	Albania
Qarku i Dibrës	Albania
Qarku i Durrësit	Albania
Qarku i Elbasanit	Albania
Qarku i Fierit	Albania
Qarku i Gjirokastrës	Albania
Qarku i Korçës	Albania
Qarku i Kukësit	Albania
Qarku i Lezhës	Albania
Qarku i Shkodrës	Albania
Qarku i Tiranës	Albania
Qarku i Vlorës	Albania
Aragatsotni Marz	Armenia
Ararati Marz	Armenia
Armaviri Marz	Armenia
Geghark’unik’i Marz	Armenia
Kotayk’i Marz	Armenia
Lorru Marz	Armenia
Shiraki Marz	Armenia
Syunik’i Marz	Armenia
Tavushi Marz	Armenia
Vayots’ Dzori Marz	Armenia
Yerevan	Armenia
Bengo Province	Angola
Benguela	Angola
Cabinda	Angola
Cuanza Norte Province	Angola
Cunene Province	Angola
Huambo	Angola
Huila Province	Angola
Kuando Kubango	Angola
Kwanza Sul	Angola
Luanda Province	Angola
Lunda Norte Province	Angola
Lunda Sul	Angola
Malanje Province	Angola
Moxico	Angola
Namibe Province	Angola
Província do Bié	Angola
Província do Uíge	Angola
Zaire	Angola
Buenos Aires F.D.	Argentina
Provincia de Buenos Aires	Argentina
Provincia de Catamarca	Argentina
Provincia de Corrientes	Argentina
Provincia de Córdoba	Argentina
Provincia de Entre Ríos	Argentina
Provincia de Formosa	Argentina
Provincia de Jujuy	Argentina
Provincia de La Pampa	Argentina
Provincia de La Rioja	Argentina
Provincia de Mendoza	Argentina
Provincia de Misiones	Argentina
Provincia de Río Negro	Argentina
Provincia de San Juan	Argentina
Provincia de San Luis	Argentina
Provincia de Santa Cruz	Argentina
Provincia de Santa Fe	Argentina
Provincia de Santiago del Estero	Argentina
Provincia de Tierra del Fuego, Antártida e Islas d	Argentina
Provincia de Tucumán	Argentina
Provincia del Chaco	Argentina
Provincia del Chubut	Argentina
Provincia del Neuquén	Argentina
Salta	Argentina
Burgenland	Austria
Carinthia	Austria
Lower Austria	Austria
Salzburg	Austria
Styria	Austria
Tyrol	Austria
Upper Austria	Austria
Vienna	Austria
Vorarlberg	Austria
Australian Capital Territory	Australia
New South Wales	Australia
Northern Territory	Australia
Queensland	Australia
South Australia	Australia
Tasmania	Australia
Victoria	Australia
Western Australia	Australia
Brändö	Ã…land
Eckerö	Ã…land
Finström	Ã…land
Föglö	Ã…land
Geta	Ã…land
Hammarland	Ã…land
Jomala	Ã…land
Kumlinge	Ã…land
Kökar	Ã…land
Lemland	Ã…land
Lumparland	Ã…land
Mariehamn	Ã…land
Saltvik	Ã…land
Sottunga	Ã…land
Sund	Ã…land
Vårdö	Ã…land
Absheron Rayon	Azerbaijan
Aghdam Rayon	Azerbaijan
Aghdash Rayon	Azerbaijan
Aghjabadi Rayon	Azerbaijan
Aghstafa Rayon	Azerbaijan
Aghsu Rayon	Azerbaijan
Ali Bajramly	Azerbaijan
Astara Rayon	Azerbaijan
Baku City	Azerbaijan
Balakan Rayon	Azerbaijan
Barda Rayon	Azerbaijan
Beylagan Rayon	Azerbaijan
Bilasuvar Rayon	Azerbaijan
C?bray?l Rayonu	Azerbaijan
Dashkasan Rayon	Azerbaijan
Davachi Rayon	Azerbaijan
Fizuli Rayon	Azerbaijan
Gadabay Rayon	Azerbaijan
Ganja City	Azerbaijan
Gobustan Rayon	Azerbaijan
Goranboy Rayon	Azerbaijan
Goychay Rayon	Azerbaijan
Goygol Rayon	Azerbaijan
Hajigabul Rayon	Azerbaijan
Imishli Rayon	Azerbaijan
Ismayilli Rayon	Azerbaijan
Jalilabad Rayon	Azerbaijan
Khachmaz Rayon	Azerbaijan
Khizi Rayon	Azerbaijan
Kurdamir Rayon	Azerbaijan
K?lb?c?r Rayonu	Azerbaijan
Lankaran Rayon	Azerbaijan
Laç?n Rayonu	Azerbaijan
Lerik Rayon	Azerbaijan
L?nk?ran ??h?ri	Azerbaijan
Masally Rayon	Azerbaijan
Mingacevir City	Azerbaijan
Naftalan City	Azerbaijan
Nakhichevan	Azerbaijan
Naxç?van ??h?ri	Azerbaijan
Neftchala Rayon	Azerbaijan
Oghuz Rayon	Azerbaijan
Qabala Rayon	Azerbaijan
Qakh Rayon	Azerbaijan
Qazakh Rayon	Azerbaijan
Quba Rayon	Azerbaijan
Qubadli Rayon	Azerbaijan
Qusar Rayon	Azerbaijan
Saatly Rayon	Azerbaijan
Sabirabad Rayon	Azerbaijan
Salyan Rayon	Azerbaijan
Samukh Rayon	Azerbaijan
Shaki City	Azerbaijan
Shaki Rayon	Azerbaijan
Shamakhi Rayon	Azerbaijan
Shamkir Rayon	Azerbaijan
Siazan Rayon	Azerbaijan
Sumqayit City	Azerbaijan
Tartar Rayon	Azerbaijan
Tovuz Rayon	Azerbaijan
Ujar Rayon	Azerbaijan
Xank?ndi ??h?ri	Azerbaijan
Xocal? Rayonu	Azerbaijan
Xocav?nd Rayonu	Azerbaijan
Yardymli Rayon	Azerbaijan
Yevlakh Rayon	Azerbaijan
Yevlax City	Azerbaijan
Zangilan Rayon	Azerbaijan
Zaqatala Rayon	Azerbaijan
Zardab Rayon	Azerbaijan
?u?a Rayonu	Azerbaijan
?u?a ??h?ri	Azerbaijan
Br?ko	Bosnia and Herzegovina
Federation of Bosnia and Herzegovina	Bosnia and Herzegovina
Republika Srpska	Bosnia and Herzegovina
Christ Church	Barbados
Saint Andrew	Barbados
Saint George	Barbados
Saint James	Barbados
Saint John	Barbados
Saint Joseph	Barbados
Saint Lucy	Barbados
Saint Michael	Barbados
Saint Peter	Barbados
Saint Philip	Barbados
Saint Thomas	Barbados
Borishal	Bangladesh
Chittagong	Bangladesh
Dhaka Division	Bangladesh
Khulna Division	Bangladesh
Rangpur Division	Bangladesh
R?jsh?hi Division	Bangladesh
Sylhet Division	Bangladesh
Brussels Capital	Belgium
Flemish Region	Belgium
Walloon Region	Belgium
Boucle du Mouhoun	Burkina Faso
Cascades Region	Burkina Faso
Centre	Burkina Faso
Centre-Est	Burkina Faso
Centre-Nord	Burkina Faso
Centre-Ouest	Burkina Faso
Centre-Sud	Burkina Faso
Est	Burkina Faso
High-Basins Region	Burkina Faso
Nord	Burkina Faso
Plateau-Central	Burkina Faso
Sahel	Burkina Faso
Southwest Region	Burkina Faso
Blagoevgrad	Bulgaria
Burgas	Bulgaria
Gabrovo	Bulgaria
Lovech	Bulgaria
Oblast Dobrich	Bulgaria
Oblast Khaskovo	Bulgaria
Oblast Kyustendil	Bulgaria
Oblast K?rdzhali	Bulgaria
Oblast Montana	Bulgaria
Oblast Pleven	Bulgaria
Oblast Razgrad	Bulgaria
Oblast Ruse	Bulgaria
Oblast Shumen	Bulgaria
Oblast Silistra	Bulgaria
Oblast Sliven	Bulgaria
Oblast Smolyan	Bulgaria
Oblast Stara Zagora	Bulgaria
Oblast T?rgovishte	Bulgaria
Oblast Veliko T?rnovo	Bulgaria
Oblast Vidin	Bulgaria
Oblast Vratsa	Bulgaria
Oblast Yambol	Bulgaria
Pazardzhik	Bulgaria
Pernik	Bulgaria
Plovdiv	Bulgaria
Sofia-Capital	Bulgaria
Sofiya	Bulgaria
Varna	Bulgaria
Central Governorate	Bahrain
Manama	Bahrain
Muharraq	Bahrain
Northern	Bahrain
Southern Governorate	Bahrain
Bubanza Province	Burundi
Bujumbura Mairie Province	Burundi
Bujumbura Rural Province	Burundi
Bururi Province	Burundi
Cankuzo Province	Burundi
Cibitoke Province	Burundi
Gitega Province	Burundi
Karuzi Province	Burundi
Kayanza Province	Burundi
Kirundo Province	Burundi
Makamba Province	Burundi
Muramvya Province	Burundi
Muyinga Province	Burundi
Ngozi Province	Burundi
Province de Mwaro	Burundi
Rutana Province	Burundi
Ruyigi Province	Burundi
Alibori	Benin
Atakora Department	Benin
Atlantique Department	Benin
Borgou Department	Benin
Collines Department	Benin
Donga	Benin
Département de l’ Ouémé	Benin
Kouffo Department	Benin
Littoral	Benin
Mono	Benin
Plateau Department	Benin
Zou Department	Benin
Devonshire Parish	Bermuda
Hamilton Parish	Bermuda
Hamilton city	Bermuda
Paget	Bermuda
Pembroke Parish	Bermuda
Saint George	Bermuda
Saint George’s Parish	Bermuda
Sandys Parish	Bermuda
Smith’s Parish	Bermuda
Southampton Parish	Bermuda
Warwick Parish	Bermuda
Belait District	Brunei
Brunei and Muara District	Brunei
Temburong District	Brunei
Tutong District	Brunei
Departamento de Chuquisaca	Bolivia
Departamento de Cochabamba	Bolivia
Departamento de La Paz	Bolivia
Departamento de Pando	Bolivia
Departamento de Potosí	Bolivia
Departamento de Santa Cruz	Bolivia
Departamento de Tarija	Bolivia
El Beni	Bolivia
Oruro	Bolivia
Bonaire	Bonaire
Saba	Bonaire
Sint Eustatius	Bonaire
Amazonas	Brazil
Bahia	Brazil
Estado da Paraíba	Brazil
Estado de Alagoas	Brazil
Estado de Goiás	Brazil
Estado de Mato Grosso	Brazil
Estado de Minas Gerais	Brazil
Estado de Pernambuco	Brazil
Estado de Rondônia	Brazil
Estado de Roraima	Brazil
Estado de Santa Catarina	Brazil
Estado de Sergipe	Brazil
Estado de São Paulo	Brazil
Estado de Tocantins	Brazil
Estado do Acre	Brazil
Estado do Amapá	Brazil
Estado do Ceará	Brazil
Estado do Espírito Santo	Brazil
Estado do Maranhão	Brazil
Estado do Paraná	Brazil
Estado do Pará	Brazil
Estado do Piauí	Brazil
Estado do Rio Grande do Norte	Brazil
Estado do Rio Grande do Sul	Brazil
Federal	Brazil
Mato Grosso do Sul	Brazil
Rio de Janeiro	Brazil
Acklins Island District	Bahamas
Berry Islands District	Bahamas
Bimini	Bahamas
Black Point District	Bahamas
Cat Island District	Bahamas
Central Abaco District	Bahamas
Central Andros District	Bahamas
Central Eleuthera District	Bahamas
City of Freeport District	Bahamas
Crooked Island and Long Cay District	Bahamas
East Grand Bahama District	Bahamas
Exuma District	Bahamas
Fresh Creek District	Bahamas
Grand Cay District	Bahamas
Green Turtle Cay District	Bahamas
Harbour Island	Bahamas
High Rock District	Bahamas
Hope Town District	Bahamas
Inagua District	Bahamas
Kemps Bay District	Bahamas
Long Island District	Bahamas
Mangrove Cay District	Bahamas
Marsh Harbour District	Bahamas
Mayaguana District	Bahamas
Moore’s Island District	Bahamas
New Providence District	Bahamas
North Abaco District	Bahamas
North Andros District	Bahamas
North Eleuthera	Bahamas
Ragged Island District	Bahamas
Rum Cay District	Bahamas
San Salvador District	Bahamas
Sandy Point District	Bahamas
South Abaco District	Bahamas
South Andros District	Bahamas
South Eleuthera District	Bahamas
Spanish Wells District	Bahamas
West Grand Bahama District	Bahamas
Bumthang Dzongkhag	Bhutan
Chhukha Dzongkhag	Bhutan
Dagana Dzongkhag	Bhutan
Gasa	Bhutan
Haa Dzongkhag	Bhutan
Lhuentse Dzongkhag	Bhutan
Mongar Dzongkhag	Bhutan
Paro	Bhutan
Pemagatshel Dzongkhag	Bhutan
Punakha Dzongkhag	Bhutan
Samdrup Jongkhar	Bhutan
Samtse Dzongkhag	Bhutan
Sarpang Dzongkhag	Bhutan
Thimphu Dzongkhag	Bhutan
Trashi Yangste	Bhutan
Trashigang Dzongkhag	Bhutan
Trongsa Dzongkhag	Bhutan
Tsirang Dzongkhag	Bhutan
Wangdue Phodrang Dzongkhag	Bhutan
Zhemgang Dzongkhag	Bhutan
Central District	Botswana
Ghanzi District	Botswana
Kgalagadi District	Botswana
Kgatleng District	Botswana
Kweneng District	Botswana
North East District	Botswana
North West District	Botswana
South East District	Botswana
Southern District	Botswana
Brestskaya Oblast’	Belarus
Gomel Region	Belarus
Grodnenskaya Oblast’	Belarus
Minsk	Belarus
Minskaja Voblasts’	Belarus
Mogilëvskaya Oblast’	Belarus
Vitebskaya Oblast’	Belarus
Belize District	Belize
Cayo District	Belize
Corozal District	Belize
Orange Walk District	Belize
Stann Creek District	Belize
Toledo District	Belize
Alberta	Canada
British Columbia	Canada
Manitoba	Canada
New Brunswick	Canada
Newfoundland and Labrador	Canada
Northwest Territories	Canada
Nova Scotia	Canada
Nunavut	Canada
Ontario	Canada
Prince Edward Island	Canada
Quebec	Canada
Saskatchewan	Canada
Yukon	Canada
Bandundu Province	Democratic Republic of the Congo
Eastern Province	Democratic Republic of the Congo
Katanga Province	Democratic Republic of the Congo
Kinshasa City	Democratic Republic of the Congo
Nord Kivu	Democratic Republic of the Congo
Province de l’ Équateur	Democratic Republic of the Congo
Province du Bas-Congo	Democratic Republic of the Congo
Province du Kasaï-Occidental	Democratic Republic of the Congo
Province du Kasaï-Oriental	Democratic Republic of the Congo
Province du Maniema	Democratic Republic of the Congo
South Kivu	Democratic Republic of the Congo
Bamingui-Bangoran	Central African Republic
Basse-Kotto	Central African Republic
Commune de Bangui	Central African Republic
Haut-Mbomou	Central African Republic
Haute-Kotto	Central African Republic
Lobaye	Central African Republic
Mambéré-Kadéï	Central African Republic
Mbomou	Central African Republic
Ombella-Mpoko	Central African Republic
Ouaka	Central African Republic
Ouham	Central African Republic
Préfecture de la Kémo	Central African Republic
Préfecture de la Nana-Grébizi	Central African Republic
Préfecture de la Nana-Mambéré	Central African Republic
Préfecture de la Sangha-Mbaéré	Central African Republic
Préfecture de l’ Ouham-Pendé	Central African Republic
Vakaga	Central African Republic
Commune de Brazzaville	Republic of the Congo
Cuvette	Republic of the Congo
Cuvette-Ouest	Republic of the Congo
Likouala	Republic of the Congo
Plateaux	Republic of the Congo
Pointe-Noire	Republic of the Congo
Pool	Republic of the Congo
Région de la Bouenza	Republic of the Congo
Région de la Lékoumou	Republic of the Congo
Région du Kouilou	Republic of the Congo
Région du Niari	Republic of the Congo
Sangha	Republic of the Congo
Aargau	Switzerland
Appenzell Ausserrhoden	Switzerland
Appenzell Innerrhoden	Switzerland
Basel-City	Switzerland
Basel-Landschaft	Switzerland
Bern	Switzerland
Fribourg	Switzerland
Geneva	Switzerland
Glarus	Switzerland
Grisons	Switzerland
Jura	Switzerland
Lucerne	Switzerland
Neuchâtel	Switzerland
Nidwalden	Switzerland
Obwalden	Switzerland
Saint Gallen	Switzerland
Schaffhausen	Switzerland
Schwyz	Switzerland
Solothurn	Switzerland
Thurgau	Switzerland
Ticino	Switzerland
Uri	Switzerland
Valais	Switzerland
Vaud	Switzerland
Zug	Switzerland
Zurich	Switzerland
Agnéby	Ivory Coast
Bafing	Ivory Coast
Bas-Sassandra	Ivory Coast
Denguélé	Ivory Coast
District des Montagnes	Ivory Coast
Fromager	Ivory Coast
Haut-Sassandra	Ivory Coast
Lacs	Ivory Coast
Lagunes	Ivory Coast
Marahoué	Ivory Coast
Moyen-Cavally	Ivory Coast
Moyen-Comoé	Ivory Coast
N’zi-Comoé	Ivory Coast
Région du Sud-Comoé	Ivory Coast
Savanes	Ivory Coast
Sud-Bandama	Ivory Coast
Vallée du Bandama	Ivory Coast
Worodougou	Ivory Coast
Zanzan	Ivory Coast
Antofagasta	Chile
Atacama	Chile
Aysén	Chile
Coquimbo	Chile
Los Lagos	Chile
Maule	Chile
Región de Arica y Parinacota	Chile
Región de Los Ríos	Chile
Región de Magallanes y de la Antártica Chilena	Chile
Región de Valparaíso	Chile
Región de la Araucanía	Chile
Región del Biobío	Chile
Región del Libertador General Bernardo O’Higgins	Chile
Santiago Metropolitan	Chile
Tarapacá	Chile
Adamaoua	Cameroon
Centre	Cameroon
East	Cameroon
Far North	Cameroon
Littoral	Cameroon
North Province	Cameroon
North-West Province	Cameroon
South Region	Cameroon
South-West Region	Cameroon
West	Cameroon
Anhui Sheng	China
Beijing Shi	China
Chongqing Shi	China
Fujian	China
Gansu Sheng	China
Guangdong	China
Guangxi Zhuangzu Zizhiqu	China
Guizhou Sheng	China
Hainan	China
Hebei	China
Heilongjiang Sheng	China
Henan Sheng	China
Hubei	China
Hunan	China
Inner Mongolia	China
Jiangsu Sheng	China
Jiangxi Sheng	China
Jilin Sheng	China
Liaoning	China
Ningxia Huizu Zizhiqu	China
Qinghai Sheng	China
Shaanxi	China
Shandong Sheng	China
Shanghai Shi	China
Shanxi Sheng	China
Sichuan Sheng	China
Tianjin Shi	China
Tibet Autonomous Region	China
Xinjiang Uygur Zizhiqu	China
Yunnan	China
Zhejiang Sheng	China
Antioquia	Colombia
Atlántico	Colombia
Bogota D.C.	Colombia
Cundinamarca	Colombia
Departamento de Arauca	Colombia
Departamento de Bolívar	Colombia
Departamento de Boyacá	Colombia
Departamento de Caldas	Colombia
Departamento de Casanare	Colombia
Departamento de Córdoba	Colombia
Departamento de La Guajira	Colombia
Departamento de Nariño	Colombia
Departamento de Norte de Santander	Colombia
Departamento de Risaralda	Colombia
Departamento de Santander	Colombia
Departamento de Sucre	Colombia
Departamento de Tolima	Colombia
Departamento del Amazonas	Colombia
Departamento del Caquetá	Colombia
Departamento del Cauca	Colombia
Departamento del Cesar	Colombia
Departamento del Chocó	Colombia
Departamento del Guainía	Colombia
Departamento del Guaviare	Colombia
Departamento del Huila	Colombia
Departamento del Magdalena	Colombia
Departamento del Meta	Colombia
Departamento del Putumayo	Colombia
Departamento del Valle del Cauca	Colombia
Departamento del Vaupés	Colombia
Departamento del Vichada	Colombia
Providencia y Santa Catalina, Departamento de Arch	Colombia
Quindío Department	Colombia
Provincia de Alajuela	Costa Rica
Provincia de Cartago	Costa Rica
Provincia de Guanacaste	Costa Rica
Provincia de Heredia	Costa Rica
Provincia de Limón	Costa Rica
Provincia de Puntarenas	Costa Rica
Provincia de San José	Costa Rica
Artemisa Province	Cuba
Las Tunas	Cuba
Mayabeque	Cuba
Municipio Especial Isla de la Juventud	Cuba
Provincia Granma	Cuba
Provincia de Camagüey	Cuba
Provincia de Ciego de Ávila	Cuba
Provincia de Cienfuegos	Cuba
Provincia de Guantánamo	Cuba
Provincia de Holguín	Cuba
Provincia de La Habana	Cuba
Provincia de Matanzas	Cuba
Provincia de Pinar del Río	Cuba
Provincia de Sancti Spíritus	Cuba
Provincia de Santiago de Cuba	Cuba
Provincia de Villa Clara	Cuba
Concelho da Boa Vista	Cape Verde
Concelho da Brava	Cape Verde
Concelho da Praia	Cape Verde
Concelho da Ribeira Brava	Cape Verde
Concelho da Ribeira Grande	Cape Verde
Concelho de Ribeira Grande de Santiago	Cape Verde
Concelho de Santa Catarina	Cape Verde
Concelho de Santa Catarina do Fogo	Cape Verde
Concelho de Santa Cruz	Cape Verde
Concelho de São Domingos	Cape Verde
Concelho de São Lourenço dos Órgãos	Cape Verde
Concelho de São Miguel	Cape Verde
Concelho de São Salvador do Mundo	Cape Verde
Concelho de São Vicente	Cape Verde
Concelho do Maio	Cape Verde
Concelho do Paul	Cape Verde
Concelho do Porto Novo	Cape Verde
Concelho do São Filipe	Cape Verde
Concelho do Tarrafal	Cape Verde
Concelho do Tarrafal de São Nicolau	Cape Verde
Concelho dos Mosteiros	Cape Verde
Sal	Cape Verde
Ammochostos	Cyprus
Keryneia	Cyprus
Larnaka	Cyprus
Lefkosia	Cyprus
Limassol	Cyprus
Pafos	Cyprus
Central Bohemia	Czechia
Hlavní m?sto Praha	Czechia
Jiho?eský kraj	Czechia
Karlovarský kraj	Czechia
Kraj Vyso?ina	Czechia
Královéhradecký kraj	Czechia
Liberecký kraj	Czechia
Moravskoslezský kraj	Czechia
Olomoucký kraj	Czechia
Pardubický kraj	Czechia
Plze?ský kraj	Czechia
South Moravian	Czechia
Zlín Region	Czechia
Ústecký kraj	Czechia
Baden-Württemberg	Germany
Bavaria	Germany
Brandenburg	Germany
Bremen	Germany
Hamburg	Germany
Hesse	Germany
Land Berlin	Germany
Lower Saxony	Germany
Mecklenburg-Vorpommern	Germany
North Rhine-Westphalia	Germany
Rheinland-Pfalz	Germany
Saarland	Germany
Saxony	Germany
Saxony-Anhalt	Germany
Schleswig-Holstein	Germany
Thuringia	Germany
Ali Sabieh Region	Djibouti
Arta Region	Djibouti
Dikhil	Djibouti
Djibouti Region	Djibouti
Obock	Djibouti
Tadjourah	Djibouti
Capital Region	Denmark
Central Jutland	Denmark
North Denmark	Denmark
South Denmark	Denmark
Zealand	Denmark
Saint Andrew	Dominica
Saint David	Dominica
Saint George	Dominica
Saint John	Dominica
Saint Joseph	Dominica
Saint Luke	Dominica
Saint Mark	Dominica
Saint Patrick	Dominica
Saint Paul	Dominica
Saint Peter	Dominica
Distrito Nacional	Dominican Republic
Provincia Duarte	Dominican Republic
Provincia Espaillat	Dominican Republic
Provincia María Trinidad Sánchez	Dominican Republic
Provincia Sánchez Ramírez	Dominican Republic
Provincia de Azua	Dominican Republic
Provincia de Baoruco	Dominican Republic
Provincia de Barahona	Dominican Republic
Provincia de Dajabón	Dominican Republic
Provincia de El Seibo	Dominican Republic
Provincia de Elías Piña	Dominican Republic
Provincia de Hato Mayor	Dominican Republic
Provincia de Hermanas Mirabal	Dominican Republic
Provincia de Independencia	Dominican Republic
Provincia de La Altagracia	Dominican Republic
Provincia de La Romana	Dominican Republic
Provincia de La Vega	Dominican Republic
Provincia de Monseñor Nouel	Dominican Republic
Provincia de Monte Cristi	Dominican Republic
Provincia de Monte Plata	Dominican Republic
Provincia de Pedernales	Dominican Republic
Provincia de Peravia	Dominican Republic
Provincia de San Cristóbal	Dominican Republic
Provincia de San José de Ocoa	Dominican Republic
Provincia de San Juan	Dominican Republic
Provincia de San Pedro de Macorís	Dominican Republic
Provincia de Santiago	Dominican Republic
Provincia de Santiago Rodríguez	Dominican Republic
Provincia de Santo Domingo	Dominican Republic
Provincia de Valverde	Dominican Republic
Puerto Plata	Dominican Republic
Samaná	Dominican Republic
Adrar	Algeria
Annaba	Algeria
El Bayadh	Algeria
El Oued	Algeria
El Tarf	Algeria
Illizi	Algeria
Oran	Algeria
Oum el Bouaghi	Algeria
Wilaya de Aïn Defla	Algeria
Wilaya de Aïn Temouchent	Algeria
Wilaya de Batna	Algeria
Wilaya de Bejaïa	Algeria
Wilaya de Biskra	Algeria
Wilaya de Blida	Algeria
Wilaya de Bordj Bou Arréridj	Algeria
Wilaya de Bouira	Algeria
Wilaya de Boumerdes	Algeria
Wilaya de Béchar	Algeria
Wilaya de Chlef	Algeria
Wilaya de Constantine	Algeria
Wilaya de Djelfa	Algeria
Wilaya de Ghardaïa	Algeria
Wilaya de Guelma	Algeria
Wilaya de Jijel	Algeria
Wilaya de Khenchela	Algeria
Wilaya de Laghouat	Algeria
Wilaya de Mascara	Algeria
Wilaya de Mila	Algeria
Wilaya de Mostaganem	Algeria
Wilaya de Médéa	Algeria
Wilaya de M’Sila	Algeria
Wilaya de Naama	Algeria
Wilaya de Ouargla	Algeria
Wilaya de Relizane	Algeria
Wilaya de Saïda	Algeria
Wilaya de Sidi Bel Abbès	Algeria
Wilaya de Skikda	Algeria
Wilaya de Souk Ahras	Algeria
Wilaya de Sétif	Algeria
Wilaya de Tamanghasset	Algeria
Wilaya de Tiaret	Algeria
Wilaya de Tindouf	Algeria
Wilaya de Tipaza	Algeria
Wilaya de Tissemsilt	Algeria
Wilaya de Tizi Ouzou	Algeria
Wilaya de Tlemcen	Algeria
Wilaya de Tébessa	Algeria
Wilaya d’ Alger	Algeria
Provincia de Bolívar	Ecuador
Provincia de Cotopaxi	Ecuador
Provincia de El Oro	Ecuador
Provincia de Esmeraldas	Ecuador
Provincia de Francisco de Orellana	Ecuador
Provincia de Galápagos	Ecuador
Provincia de Imbabura	Ecuador
Provincia de Loja	Ecuador
Provincia de Los Ríos	Ecuador
Provincia de Manabí	Ecuador
Provincia de Morona-Santiago	Ecuador
Provincia de Napo	Ecuador
Provincia de Pichincha	Ecuador
Provincia de Santa Elena	Ecuador
Provincia de Santo Domingo de los Tsáchilas	Ecuador
Provincia de Sucumbíos	Ecuador
Provincia de Zamora-Chinchipe	Ecuador
Provincia del Azuay	Ecuador
Provincia del Carchi	Ecuador
Provincia del Cañar	Ecuador
Provincia del Chimborazo	Ecuador
Provincia del Guayas	Ecuador
Provincia del Pastaza	Ecuador
Provincia del Tungurahua	Ecuador
Harju	Estonia
Hiiumaa	Estonia
Ida-Virumaa	Estonia
Järvamaa	Estonia
Jõgevamaa	Estonia
Lääne	Estonia
Lääne-Virumaa	Estonia
Pärnumaa	Estonia
Põlvamaa	Estonia
Raplamaa	Estonia
Saare	Estonia
Tartu	Estonia
Valgamaa	Estonia
Viljandimaa	Estonia
Võrumaa	Estonia
Alexandria	Egypt
As Suways	Egypt
Beheira Governorate	Egypt
Eastern Province	Egypt
Ismailia Governorate	Egypt
Kafr ash Shaykh	Egypt
Mu??faz?at Asw?n	Egypt
Mu??faz?at Asy??	Egypt
Mu??faz?at Ban? Suwayf	Egypt
Mu??faz?at B?r Sa‘?d	Egypt
Mu??faz?at Dumy??	Egypt
Mu??faz?at Ma?r??	Egypt
Mu??faz?at Qin?	Egypt
Mu??faz?at Sham?l S?n?’	Egypt
Mu??faz?at S?h?j	Egypt
Mu??faz?at ad Daqahl?yah	Egypt
Mu??faz?at al Fayy?m	Egypt
Mu??faz?at al Gharb?yah	Egypt
Mu??faz?at al J?zah	Egypt
Mu??faz?at al Miny?	Egypt
Mu??faz?at al Min?f?yah	Egypt
Mu??faz?at al Qaly?b?yah	Egypt
Mu??faz?at al Q?hirah	Egypt
Mu??faz?at al Uq?ur	Egypt
Mu??faz?at al W?d? al Jad?d	Egypt
Red Sea Governorate	Egypt
South Sinai Governorate	Egypt
Anseba Region	Eritrea
Debub Region	Eritrea
Gash-Barka Region	Eritrea
Maekel Region	Eritrea
Northern Red Sea Region	Eritrea
Southern Red Sea Region	Eritrea
Andalusia	Spain
Aragon	Spain
Asturias	Spain
Balearic Islands	Spain
Basque Country	Spain
Canary Islands	Spain
Cantabria	Spain
Castille and León	Spain
Castille-La Mancha	Spain
Catalonia	Spain
Ceuta	Spain
Extremadura	Spain
Galicia	Spain
La Rioja	Spain
Madrid	Spain
Melilla	Spain
Murcia	Spain
Navarre	Spain
Valencia	Spain
Amhara	Ethiopia
B?nshangul Gumuz	Ethiopia
Dire Dawa	Ethiopia
Gambela	Ethiopia
Harari	Ethiopia
